GAMMA,Biomass
-5.0,0.1117410648777096
-4.98998998998999,0.10940328725844657
-4.97997997997998,0.1108567522523072
-4.96996996996997,0.11172361493865413
-4.95995995995996,0.11074098519004519
-4.94994994994995,0.11050586613151069
-4.93993993993994,0.11315152918134577
-4.92992992992993,0.11904280421881477
-4.91991991991992,0.11351423809200074
-4.90990990990991,0.11971534383040483
-4.8998998998999,0.11447821677647667
-4.88988988988989,0.11394201685605339
-4.87987987987988,0.11741162487888901
-4.86986986986987,0.10644959067210723
-4.85985985985986,0.11136572969369035
-4.84984984984985,0.10808341137395211
-4.83983983983984,0.11580599492353234
-4.82982982982983,0.11596878939889274
-4.81981981981982,0.11281809360389759
-4.80980980980981,0.11480080542899376
-4.7997997997998,0.11290861694887591
-4.78978978978979,0.11182143224916444
-4.77977977977978,0.1156053342458958
-4.76976976976977,0.11592902608833863
-4.75975975975976,0.1095972840431833
-4.74974974974975,0.11481905969508745
-4.73973973973974,0.10978909517660873
-4.72972972972973,0.11397700633181711
-4.71971971971972,0.11490453329393399
-4.70970970970971,0.11521623088061776
-4.6996996996997,0.11433560360129148
-4.68968968968969,0.10982618817873384
-4.67967967967968,0.11591408383595853
-4.66966966966967,0.11475533791781778
-4.65965965965966,0.11617771979097523
-4.64964964964965,0.11468791872268798
-4.63963963963964,0.11128704145981491
-4.62962962962963,0.11417228065722262
-4.61961961961962,0.11370799381871313
-4.60960960960961,0.11100938945879829
-4.5995995995996,0.11021011140238679
-4.58958958958959,0.11485937446281679
-4.57957957957958,0.11570208628516872
-4.56956956956957,0.11474161214270062
-4.55955955955956,0.11533642943634055
-4.54954954954955,0.12252535928349147
-4.53953953953954,0.11389488756101677
-4.52952952952953,0.11598765914787748
-4.51951951951952,0.11262156458202614
-4.50950950950951,0.11890635017897548
-4.4994994994995,0.11485548744487076
-4.48948948948949,0.1186001086888126
-4.47947947947948,0.11596096836999038
-4.46946946946947,0.11375562171331097
-4.45945945945946,0.11818205490208965
-4.44944944944945,0.11507309398582313
-4.43943943943944,0.11837082999879746
-4.42942942942943,0.11781149733745694
-4.41941941941942,0.11584974579484979
-4.40940940940941,0.11632158224045223
-4.3993993993994,0.11826300010666085
-4.38938938938939,0.11581973990682567
-4.37937937937938,0.11427408849582509
-4.36936936936937,0.11850033061232583
-4.35935935935936,0.11482101186645519
-4.34934934934935,0.11416753309826498
-4.33933933933934,0.11327970993137054
-4.32932932932933,0.11146877553429693
-4.31931931931932,0.11502776730180955
-4.3093093093093096,0.11184406815482796
-4.2992992992992995,0.11732775532451424
-4.2892892892892895,0.12081554660241628
-4.2792792792792795,0.11715839668354291
-4.2692692692692695,0.11734945551913348
-4.2592592592592595,0.1173620418756501
-4.2492492492492495,0.11587864410259717
-4.2392392392392395,0.1172914451714671
-4.2292292292292295,0.1151528756495874
-4.2192192192192195,0.12156689173205246
-4.2092092092092095,0.11556056748105857
-4.1991991991991995,0.11265541257569137
-4.1891891891891895,0.1209748871062933
-4.1791791791791795,0.11721463146815785
-4.1691691691691695,0.11871712641313066
-4.1591591591591595,0.1182742569814077
-4.1491491491491495,0.11974743224179149
-4.1391391391391394,0.12189284652630017
-4.129129129129129,0.114299732278481
-4.119119119119119,0.11911730537918944
-4.109109109109109,0.11734323102193349
-4.099099099099099,0.11326607036105912
-4.089089089089089,0.1132053140163396
-4.079079079079079,0.11871655762163362
-4.069069069069069,0.1137809214649326
-4.059059059059059,0.11827324127269327
-4.049049049049049,0.11777901940825451
-4.039039039039039,0.11933440280766301
-4.029029029029029,0.12044805426505735
-4.019019019019019,0.12213226229046424
-4.009009009009009,0.1159083359783364
-3.998998998998999,0.11847213703316425
-3.988988988988989,0.11776036750492816
-3.978978978978979,0.11520476954604346
-3.968968968968969,0.11961731178171951
-3.958958958958959,0.11443606754774502
-3.948948948948949,0.11728519744621119
-3.938938938938939,0.11965076434023364
-3.928928928928929,0.125816336120278
-3.918918918918919,0.11568534144512015
-3.908908908908909,0.11952655393779606
-3.898898898898899,0.12143279742136293
-3.888888888888889,0.12506981401941303
-3.878878878878879,0.11740550746208825
-3.868868868868869,0.12438958397561112
-3.858858858858859,0.11846945000783467
-3.848848848848849,0.11559839525997039
-3.838838838838839,0.12155141742654196
-3.828828828828829,0.11693291680697172
-3.818818818818819,0.12439011184840075
-3.808808808808809,0.1252651025136615
-3.798798798798799,0.11676365369484448
-3.7887887887887888,0.11855162043932702
-3.7787787787787788,0.12120501267197883
-3.7687687687687688,0.12122142524320227
-3.7587587587587588,0.12173166066540475
-3.7487487487487487,0.12332625723187457
-3.7387387387387387,0.1196448950410188
-3.7287287287287287,0.1235684820123338
-3.7187187187187187,0.11939947150727429
-3.7087087087087087,0.12459667873864953
-3.6986986986986987,0.11559845187691192
-3.6886886886886887,0.12385274139560863
-3.6786786786786787,0.1183202838541396
-3.6686686686686687,0.1307782720132869
-3.6586586586586587,0.11641542896642641
-3.6486486486486487,0.11708903625777754
-3.6386386386386387,0.12595074584618454
-3.6286286286286287,0.11930088716189294
-3.6186186186186187,0.12126534842407202
-3.6086086086086087,0.1281942920561101
-3.5985985985985987,0.11408042950600403
-3.5885885885885886,0.12275506493368477
-3.5785785785785786,0.11882737862675787
-3.5685685685685686,0.13230292160855503
-3.5585585585585586,0.12282763532408618
-3.5485485485485486,0.1251349931444408
-3.5385385385385386,0.12116881554864704
-3.5285285285285286,0.12042551371819595
-3.5185185185185186,0.12281109322280426
-3.5085085085085086,0.12217961546100996
-3.4984984984984986,0.12010867148335781
-3.4884884884884886,0.12025628147900264
-3.4784784784784786,0.12393441327078476
-3.4684684684684686,0.12213944563778684
-3.4584584584584586,0.11683146648039269
-3.4484484484484486,0.11884296197207053
-3.4384384384384385,0.12170051597948753
-3.4284284284284285,0.11897706859318545
-3.4184184184184185,0.12114994842898157
-3.4084084084084085,0.12308938160803408
-3.3983983983983985,0.12681706502290063
-3.388388388388388,0.11951580710233631
-3.378378378378378,0.12593611014082695
-3.368368368368368,0.12872538344946613
-3.358358358358358,0.12596535794486519
-3.348348348348348,0.1292218556685421
-3.338338338338338,0.12047582138493337
-3.328328328328328,0.12199916936194792
-3.318318318318318,0.12499763429406226
-3.308308308308308,0.12528143870274014
-3.298298298298298,0.1294450694094519
-3.288288288288288,0.12154506615630212
-3.278278278278278,0.11891900214062222
-3.268268268268268,0.12219346483046778
-3.258258258258258,0.13390023617754537
-3.248248248248248,0.1164700675736248
-3.238238238238238,0.12609631887220704
-3.228228228228228,0.1287341797878211
-3.218218218218218,0.12331788884644612
-3.208208208208208,0.1274497843415482
-3.198198198198198,0.13022656289416693
-3.188188188188188,0.11831706266157452
-3.178178178178178,0.1285471019066071
-3.168168168168168,0.12416070541294738
-3.158158158158158,0.12583531559277567
-3.148148148148148,0.12436106439012849
-3.138138138138138,0.1266939573944305
-3.128128128128128,0.11808056477231364
-3.118118118118118,0.124190442946608
-3.108108108108108,0.11872568874041721
-3.098098098098098,0.12310426989936159
-3.088088088088088,0.12031696184947192
-3.078078078078078,0.12653273849574423
-3.068068068068068,0.1255146420642716
-3.058058058058058,0.11901038405982282
-3.048048048048048,0.12479332413104359
-3.038038038038038,0.11980887916893826
-3.028028028028028,0.11971428372375013
-3.018018018018018,0.12331045977783485
-3.008008008008008,0.12113640799374248
-2.997997997997998,0.12688225412494888
-2.987987987987988,0.12368276769914689
-2.977977977977978,0.1237689513402133
-2.967967967967968,0.12995890768196866
-2.957957957957958,0.12502951623391328
-2.947947947947948,0.12086609316947919
-2.937937937937938,0.12975107779026873
-2.9279279279279278,0.12124905450121494
-2.9179179179179178,0.1249799351764386
-2.9079079079079078,0.1258896214072431
-2.8978978978978978,0.12338160899670665
-2.8878878878878878,0.12075851444929565
-2.8778778778778777,0.12755477458614572
-2.8678678678678677,0.12918635048756225
-2.8578578578578577,0.12492602639847149
-2.8478478478478477,0.12746979931484032
-2.8378378378378377,0.12168559632815254
-2.8278278278278277,0.13529456388551098
-2.8178178178178177,0.12196228506324357
-2.8078078078078077,0.1264312234312388
-2.7977977977977977,0.12294973239778542
-2.7877877877877877,0.13042996026673648
-2.7777777777777777,0.1229043034674615
-2.7677677677677677,0.13203115387099149
-2.7577577577577577,0.13141047906556583
-2.7477477477477477,0.13203088901588028
-2.7377377377377377,0.13143433932275353
-2.7277277277277276,0.12953632146693014
-2.7177177177177176,0.1286087694469718
-2.7077077077077076,0.1298351854235706
-2.6976976976976976,0.12718574174652938
-2.6876876876876876,0.1197768235685745
-2.6776776776776776,0.1308752305828348
-2.6676676676676676,0.1254480268883954
-2.6576576576576576,0.1290578258789878
-2.6476476476476476,0.12881577516478798
-2.6376376376376376,0.13692541978713607
-2.6276276276276276,0.12890372787324486
-2.6176176176176176,0.12806764676648666
-2.6076076076076076,0.12745947652153697
-2.5975975975975976,0.13877963121289308
-2.5875875875875876,0.12639548920151522
-2.5775775775775776,0.1267272509517145
-2.5675675675675675,0.12903111125283587
-2.5575575575575575,0.12548396928351094
-2.5475475475475475,0.12704075717747204
-2.5375375375375375,0.1237162418365158
-2.5275275275275275,0.12388561018539142
-2.5175175175175175,0.1321004687020226
-2.5075075075075075,0.13069677590544654
-2.4974974974974975,0.12839772315714312
-2.4874874874874875,0.12554322513184732
-2.4774774774774775,0.13536854834444362
-2.4674674674674675,0.12849719482741861
-2.4574574574574575,0.1209667956589824
-2.4474474474474475,0.1318619270766002
-2.4374374374374375,0.129585844154158
-2.4274274274274275,0.1333954738735743
-2.4174174174174174,0.12730192549337238
-2.4074074074074074,0.12841369053117305
-2.3973973973973974,0.12881265255694213
-2.3873873873873874,0.12591989091095251
-2.3773773773773774,0.1313790924105547
-2.3673673673673674,0.1248272702042134
-2.3573573573573574,0.12624318605801121
-2.3473473473473474,0.12809844105362586
-2.3373373373373374,0.1211741258884845
-2.3273273273273274,0.13794906652539857
-2.3173173173173174,0.12907409322418642
-2.3073073073073074,0.12927565739282268
-2.2972972972972974,0.12900674639274698
-2.2872872872872874,0.13056520518084164
-2.2772772772772774,0.12971316161881186
-2.2672672672672673,0.12676365052341051
-2.2572572572572573,0.1268561297245057
-2.2472472472472473,0.13461120207767974
-2.2372372372372373,0.12791141172828804
-2.2272272272272273,0.13642266595899086
-2.2172172172172173,0.12980767822036948
-2.2072072072072073,0.12307088535256508
-2.1971971971971973,0.12842084773399162
-2.1871871871871873,0.1287663306173585
-2.1771771771771773,0.1261244153540926
-2.1671671671671673,0.13597382262477217
-2.1571571571571573,0.12934606235825163
-2.1471471471471473,0.1257159822946625
-2.1371371371371373,0.12983058087743443
-2.1271271271271273,0.12780603170138136
-2.1171171171171173,0.12897110785360694
-2.1071071071071072,0.13357579860627541
-2.0970970970970972,0.12976182058324204
-2.0870870870870872,0.13825173943391486
-2.0770770770770772,0.12907204383632684
-2.067067067067067,0.13179106330859117
-2.057057057057057,0.1369711855729414
-2.047047047047047,0.1293111211017306
-2.037037037037037,0.1326987000020938
-2.027027027027027,0.12742031232984682
-2.017017017017017,0.1299964215081576
-2.007007007007007,0.1395908038281787
-1.9969969969969972,0.13298542433755448
-1.9869869869869872,0.13413879178477162
-1.9769769769769772,0.129128712628846
-1.9669669669669672,0.13086024036426344
-1.9569569569569571,0.13371435021435485
-1.9469469469469471,0.13220537150726108
-1.9369369369369371,0.12909699460892954
-1.9269269269269271,0.12490285397534688
-1.9169169169169171,0.13120385528898895
-1.9069069069069071,0.13519412801478908
-1.8968968968968971,0.14082968987816508
-1.886886886886887,0.13410294643280493
-1.876876876876877,0.12648983260235155
-1.866866866866867,0.12387338568964266
-1.856856856856857,0.13766302279486933
-1.846846846846847,0.13605355550123352
-1.836836836836837,0.1249485877612076
-1.826826826826827,0.1254037426184546
-1.816816816816817,0.12891324367204146
-1.806806806806807,0.13328459460431288
-1.796796796796797,0.13694718908271128
-1.7867867867867866,0.13055702475812866
-1.7767767767767766,0.13533089824623507
-1.7667667667667666,0.13500894251592324
-1.7567567567567566,0.13153720181059134
