BG,0.0
ROW,1.0
COLUMN,2.0
MU,-10.0
VARIANCE,GAMMA,DISTANCE
1.0,-1,0.02093064557503418
1.1999999999999997,-1,0.020177747508550774
1.4,-1,0.019796755418167854
1.6,-1,0.01981172851448892
1.8,-1,0.02030239818830638
1.9999999999999996,-1,0.021398649977845685
2.1999999999999993,-1,0.023358185283200744
2.3999999999999995,-1,0.026558238880200945
2.5999999999999996,-1,0.030669173122666097
2.8000000000000003,-1,0.03554328016088511
2.9999999999999996,-1,0.041494999521539115
3.199999999999999,-1,0.04896498947163028
3.3999999999999995,-1,0.05815369516814208
3.5999999999999996,-1,0.06885850194996616
3.7999999999999994,-1,0.08096599369574892
3.999999999999999,-1,0.09463548892941909
4.199999999999999,-1,0.10966296368441085
4.399999999999999,-1,0.12473672383411209
4.6000000000000005,-1,0.14008699894816654
4.799999999999999,-1,0.15333564624553103
4.999999999999998,-1,0.20326349838857716
5.199999999999998,-1,0.21960558567934416
5.399999999999999,-1,0.23910282009947995
5.6,-1,0.263835385462451
5.799999999999999,-1,0.29329752405610177
5.999999999999999,-1,0.3140902738543259
6.199999999999999,-1,0.3308262300633049
6.399999999999998,-1,0.35154749880445796
6.6,-1,0.3560243548859134
6.8,-1,0.38441595019386293
6.999999999999998,-1,0.4159123412305743
7.1999999999999975,-1,0.4406394482275909
7.3999999999999995,-1,0.4617036819910269
7.6,-1,0.5187632371836086
7.8,-1,0.604205047455943
1.0,0,0.018975192668324623
1.1999999999999997,0,0.01801529943813304
1.4,0,0.01739945418911144
1.6,0,0.017121255462267882
1.8,0,0.017254109929171767
1.9999999999999996,0,0.017975344677772023
2.1999999999999993,0,0.019197888303732695
2.3999999999999995,0,0.02122811122226844
2.5999999999999996,0,0.024145197360845482
2.8000000000000003,0,0.028303234251469585
2.9999999999999996,0,0.033835724759767316
3.199999999999999,0,0.04084837354479278
3.3999999999999995,0,0.04912596933148843
3.5999999999999996,0,0.05965398954741028
3.7999999999999994,0,0.07458558130375845
3.999999999999999,0,0.08921681868526525
4.199999999999999,0,0.10482877859941775
4.399999999999999,0,0.11826832671485976
4.6000000000000005,0,0.13124560914655983
4.799999999999999,0,0.14632069531553604
4.999999999999998,0,0.1801590378021247
5.199999999999998,0,0.18604515512197722
5.399999999999999,0,0.20688947209405434
5.6,0,0.23765421301321374
5.799999999999999,0,0.25659239852683186
5.999999999999999,0,0.2641223934390565
6.199999999999999,0,0.28925341064976784
6.399999999999998,0,0.3113226596490398
6.6,0,0.3372973963401802
6.8,0,0.3653933118854489
6.999999999999998,0,0.42944623541551996
7.1999999999999975,0,0.4391395228509425
7.3999999999999995,0,0.4765060496208519
7.6,0,0.5249205471099426
7.8,0,0.5760995217801287
1.0,1,0.017537974751556683
1.1999999999999997,1,0.016549120566024204
1.4,1,0.01592169765271439
1.6,1,0.015631492043871226
1.8,1,0.015710114824157517
1.9999999999999996,1,0.01590478879799633
2.1999999999999993,1,0.017248509480373604
2.3999999999999995,1,0.018764208015914267
2.5999999999999996,1,0.021207516535063795
2.8000000000000003,1,0.02552307830394848
2.9999999999999996,1,0.032305560574517986
3.199999999999999,1,0.04182265196202377
3.3999999999999995,1,0.043228704417050595
3.5999999999999996,1,0.064310891104413
3.7999999999999994,1,0.07431953168689374
3.999999999999999,1,0.0813315045050477
4.199999999999999,1,0.09040845066752352
4.399999999999999,1,0.10369086607695238
4.6000000000000005,1,0.11870938928763508
4.799999999999999,1,0.1404111245706131
4.999999999999998,1,0.15200723479284725
5.199999999999998,1,0.17128055649998516
5.399999999999999,1,0.1978874511467069
5.6,1,0.22027053905424093
5.799999999999999,1,0.24112491603043215
5.999999999999999,1,0.30135074341567275
6.199999999999999,1,0.31259315348848943
6.399999999999998,1,0.3323016473379816
6.6,1,0.4028121881499368
6.8,1,0.4470859833265227
6.999999999999998,1,0.4204008919824926
7.1999999999999975,1,0.5497799393024482
7.3999999999999995,1,0.5835511115989712
7.6,1,0.6105613139967664
7.8,1,0.6951110497503918
